PID,PPID,COMM,UID,GID,Local IP,Remote IP,Port,Protocol,File Path,CPU Usage,Memory Usage,Disk IO,Network Activity,Label,,
3896,605,sshd,1000,1000,192.168.1.173,99.196.166.173,80,TCP,/sbin/sshd,2.676870024,269,32,49,0,,
3897,1453,svchost.exe,0,0,192.168.1.65,29.126.34.245,80,UDP,/var/lib/svchost.exe,1.666211653,110,99,27,0,,
3898,3897,mysqld,1001,1001,192.168.1.126,170.109.252.231,80,UDP,C:\Program Files (x86)\mysqld,4.917851965,241,14,43,0,,
3899,154,update_service.exe,1001,1001,192.168.1.9,117.115.244.64,53,TCP,/home/user/.local/bin/update_service.exe,4.704922798,10,27,7,1,,
3900,615,systemd,1000,1000,192.168.1.101,43.34.201.228,53,UDP,C:\Program Files (x86)\systemd,1.068889606,131,33,3,0,,
3901,1778,bash,1000,1000,192.168.1.119,180.17.194.112,80,TCP,C:\Windows\System32\Drivers\bash,1.939745658,468,75,22,0,,
3902,1701,systemd,1000,1000,192.168.1.146,162.88.147.144,4444,UDP,C:\Program Files (x86)\systemd,7.292449249,79,48,18,0,,
3903,2578,python,33,33,192.168.1.134,165.102.4.207,53,UDP,/usr/bin/python,4.662599671,461,53,18,0,,
3904,1888,sshd,33,33,192.168.1.234,155.195.4.149,53,UDP,/usr/bin/sshd,9.910327933,223,65,3,0,,
3905,1772,node,1000,1000,192.168.1.161,166.159.155.31,22,UDP,C:\Program Files (x86)\node,7.46521245,487,51,30,0,,
3906,2769,bash,33,33,192.168.1.214,208.170.248.109,4444,UDP,/usr/sbin/bash,2.279873475,185,10,48,0,,
3907,2963,svchost.exe,1001,1001,192.168.1.244,96.245.143.98,22,UDP,/usr/bin/svchost.exe,4.816520905,261,15,29,0,,
3908,2269,firefox,1001,1001,192.168.1.160,76.82.74.39,3389,TCP,/sbin/firefox,6.496270716,108,65,4,0,,
3909,1265,node,1000,1000,192.168.1.157,236.221.172.163,4444,TCP,C:\Program Files (x86)\node,2.017795897,109,42,30,0,,
3910,1759,svch0st.exe,1001,1001,192.168.1.250,177.248.65.40,3389,TCP,C:\Users\<user>\AppData\Local\Microsoft\svch0st.exe,61.71130175,1123,2824,150,1,,
3911,3343,python,1000,1000,192.168.1.116,236.117.97.228,22,UDP,/usr/sbin/python,1.021690011,83,76,32,0,,
3912,3391,firefox,33,33,192.168.1.161,164.124.230.227,80,UDP,C:\Program Files\firefox,1.856514903,70,38,2,0,,
3913,1324,mysqld,1000,1000,192.168.1.250,244.236.102.76,443,UDP,/sbin/mysqld,2.740883258,251,54,43,0,,
3914,3322,sshd,0,0,192.168.1.121,31.119.161.209,80,TCP,/var/lib/sshd,7.3158343,127,80,20,0,,
3915,732,taskmgr32.exe,33,33,192.168.1.211,212.202.98.57,80,UDP,/home/user/.config/taskmgr32.exe,60.63321946,983,2361,244,1,,
3916,2520,python,0,0,192.168.1.106,80.114.175.247,3389,TCP,/opt/bin/python,2.121453974,66,78,39,0,,
3917,3299,explorer.exe,1000,1000,192.168.1.216,18.219.188.143,3389,TCP,C:\Windows\System32\Drivers\explorer.exe,2.099568501,181,80,20,0,,
3918,1997,driver64.exe,0,0,192.168.1.167,164.89.166.129,8080,UDP,/etc/init.d/driver64.exe,0.635876044,154,41,29,1,,
3919,3036,java,1001,1001,192.168.1.138,95.28.245.236,8080,UDP,C:\Program Files\java,1.692821621,76,17,38,0,,
3920,1554,explorer.exe,0,0,192.168.1.158,92.237.191.67,8080,TCP,/usr/bin/explorer.exe,5.170054034,194,75,7,0,,
3921,1906,sysdiag.exe,33,33,192.168.1.57,127.11.157.79,443,TCP,/mnt/usb/sysdiag.exe,90.44857633,1867,1656,507,1,,
3922,703,mysqld,33,33,192.168.1.255,67.128.130.101,8080,UDP,/usr/bin/mysqld,3.012673587,334,43,7,0,,
3923,1806,backgroundtask.exe,1000,1000,192.168.1.207,2.23.177.169,53,UDP,C:\Windows\SysWOW64\backgroundtask.exe,2.70179707,155,23,30,1,,
3924,417,node,1000,1000,192.168.1.95,230.86.24.240,3389,TCP,C:\Program Files (x86)\node,2.579679053,190,61,23,0,,
3925,636,expl0rer.exe,1001,1001,192.168.1.113,244.206.158.242,8080,UDP,C:\Windows\SysWOW64\expl0rer.exe,94.01343531,1132,3274,453,1,,
3926,3808,mysqld,33,33,192.168.1.50,17.209.231.188,8080,UDP,C:\Program Files (x86)\mysqld,9.772382357,463,66,2,0,,
3927,3701,mysqld,1001,1001,192.168.1.244,34.103.106.116,22,TCP,/usr/sbin/mysqld,5.570848103,121,23,10,0,,
3928,8,mysqld,1000,1000,192.168.1.146,210.230.135.6,53,TCP,C:\Program Files\mysqld,7.040238104,476,12,27,0,,
3929,1933,firefox,1001,1001,192.168.1.183,84.213.137.145,8080,UDP,C:\Program Files\firefox,9.239833138,280,31,2,0,,
3930,3849,firefox,0,0,192.168.1.71,144.11.40.207,443,TCP,C:\Program Files (x86)\firefox,1.916573036,421,33,27,0,,
3931,2029,systemd,1001,1001,192.168.1.26,79.173.183.136,3389,TCP,C:\Program Files (x86)\systemd,6.517338347,308,10,24,0,,
3932,2769,python,1000,1000,192.168.1.121,76.94.220.87,443,TCP,/usr/sbin/python,5.978278325,448,21,23,0,,
3933,2195,chrome,0,0,192.168.1.185,214.208.251.13,53,UDP,/usr/bin/chrome,5.505451158,379,27,9,0,,
3934,1928,node,0,0,192.168.1.94,113.234.175.199,3389,TCP,/usr/sbin/node,2.52813125,199,87,10,0,,
3935,3262,svchost.exe,1001,1001,192.168.1.113,27.30.145.141,443,UDP,/usr/sbin/svchost.exe,7.396227893,135,65,31,0,,
3936,3170,java,33,33,192.168.1.7,190.175.108.207,4444,UDP,C:\Program Files\java,4.374505249,346,29,35,0,,
3937,3905,explorer.exe,33,33,192.168.1.61,116.157.73.99,80,UDP,/usr/bin/explorer.exe,8.295755782,293,94,35,0,,
3938,2226,taskmgr32.exe,33,33,192.168.1.99,5.78.188.44,443,UDP,/mnt/usb/taskmgr32.exe,66.35401181,967,1510,243,1,,
3939,3339,systemd,0,0,192.168.1.124,191.68.220.11,8080,TCP,/opt/bin/systemd,9.02919948,123,84,21,0,,
3940,2010,svchost.exe,1000,1000,192.168.1.169,241.36.118.50,22,TCP,/usr/bin/svchost.exe,9.924716407,277,47,23,0,,
3941,3487,systemd,0,0,192.168.1.17,104.39.152.74,53,TCP,C:\Windows\System32\Drivers\systemd,6.3830065,297,54,50,0,,
3942,287,mysqld,33,33,192.168.1.165,7.18.73.108,53,TCP,C:\Program Files (x86)\mysqld,2.223530282,101,81,3,0,,
3943,3,node,33,33,192.168.1.195,186.226.72.208,53,TCP,C:\Windows\System32\Drivers\node,8.972089317,303,65,32,0,,
3944,113,taskmgr32.exe,0,0,192.168.1.191,125.56.166.237,53,UDP,C:\Windows\System32\taskmgr32.exe,71.05838033,780,595,589,1,,
3945,306,node,0,0,192.168.1.55,70.118.35.197,3389,UDP,/bin/node,4.097841921,217,28,13,0,,
3946,1669,java,1001,1001,192.168.1.45,29.213.143.198,3389,TCP,/sbin/java,9.104049798,226,61,42,0,,
3947,2571,bash,0,0,192.168.1.29,204.208.215.187,4444,UDP,/usr/sbin/bash,4.519178399,316,68,13,0,,
3948,1541,backgroundtask.exe,0,0,192.168.1.173,10.66.198.123,3389,TCP,C:\Windows\System32\backgroundtask.exe,4.648112754,72,25,18,1,,
3949,1150,systemd,33,33,192.168.1.32,39.100.92.131,8080,TCP,/sbin/systemd,9.250242129,135,78,17,0,,
3950,2534,systemd,0,0,192.168.1.74,179.172.111.15,53,UDP,/usr/sbin/systemd,6.281413984,330,99,13,0,,
3951,2954,explorer.exe,1001,1001,192.168.1.237,157.76.4.29,3389,TCP,C:\Program Files\explorer.exe,8.445677911,408,22,32,0,,
3952,609,bash,33,33,192.168.1.167,29.54.179.101,53,UDP,C:\Program Files\bash,4.707335194,201,52,25,0,,
3953,1612,sshd,1000,1000,192.168.1.31,84.251.210.118,443,UDP,/var/lib/sshd,1.262268412,117,80,24,0,,
3954,635,systemd,1001,1001,192.168.1.39,87.244.147.127,53,TCP,C:\Program Files\systemd,9.281078636,135,11,13,0,,
3955,1680,sshd,1001,1001,192.168.1.9,145.193.16.100,4444,TCP,/var/lib/sshd,8.904851459,93,40,8,0,,
3956,3680,python,33,33,192.168.1.181,139.121.130.11,53,TCP,/bin/python,9.253167218,124,67,7,0,,
3957,23,node,1001,1001,192.168.1.53,92.129.180.164,80,UDP,C:\Program Files\node,1.392493933,192,90,45,0,,
3958,2722,svchost.exe,0,0,192.168.1.82,196.71.49.52,4444,TCP,C:\Windows\System32\Drivers\svchost.exe,6.540761181,220,19,29,0,,
3959,40,winupd.exe,1000,1000,192.168.1.3,71.141.52.203,22,TCP,/home/user/.local/bin/winupd.exe,69.88392371,1063,1406,395,1,,
3960,3166,java,0,0,192.168.1.8,211.59.17.212,80,UDP,/sbin/java,8.385065049,329,48,12,0,,
3961,2887,sshd,1001,1001,192.168.1.179,43.215.167.193,3389,UDP,/usr/bin/sshd,8.167759202,462,52,42,0,,
3962,3562,bash,33,33,192.168.1.91,150.42.13.212,53,TCP,/var/lib/bash,7.298231935,410,34,48,0,,
3963,169,mysqld,0,0,192.168.1.244,183.124.138.7,443,UDP,/sbin/mysqld,5.946449841,289,68,48,0,,
3964,2795,svchost.exe,33,33,192.168.1.150,254.80.107.190,53,TCP,/var/lib/svchost.exe,2.86899357,361,13,32,0,,
3965,2106,python,1001,1001,192.168.1.58,7.202.53.189,4444,TCP,/usr/sbin/python,3.536585375,297,52,48,0,,
3966,1842,firefox,1001,1001,192.168.1.197,136.159.43.48,8080,UDP,/usr/sbin/firefox,2.806479868,145,89,23,0,,
3967,3274,explorer.exe,0,0,192.168.1.178,246.236.19.215,80,UDP,C:\Program Files\explorer.exe,5.263333272,374,20,0,0,,
3968,2250,sshd,1001,1001,192.168.1.92,131.188.12.53,3389,UDP,C:\Program Files\sshd,9.196698765,153,78,43,0,,
3969,1633,sysdiag.exe,0,0,192.168.1.244,113.155.139.144,443,UDP,/tmp/sysdiag.exe,59.09039845,595,3658,601,1,,
3970,1153,java,1000,1000,192.168.1.235,18.67.24.57,4444,TCP,/usr/sbin/java,6.250249462,235,89,23,0,,
3971,2809,java,33,33,192.168.1.177,218.247.58.231,4444,TCP,C:\Windows\System32\Drivers\java,6.181232017,290,27,11,0,,
3972,950,mysqld,0,0,192.168.1.162,112.225.232.60,22,UDP,/usr/sbin/mysqld,3.734196296,487,80,25,0,,
3973,1114,systemd,33,33,192.168.1.245,165.74.152.158,3389,TCP,/usr/sbin/systemd,8.995436078,211,65,5,0,,
3974,3158,explorer.exe,0,0,192.168.1.220,159.252.154.240,53,TCP,/usr/bin/explorer.exe,8.97864665,215,62,40,0,,
3975,3646,systemd,33,33,192.168.1.234,37.194.163.189,22,TCP,/usr/sbin/systemd,7.158914919,303,99,16,0,,
3976,3195,systemd,1001,1001,192.168.1.102,148.45.78.91,22,TCP,C:\Program Files\systemd,7.480061687,115,58,50,0,,
3977,948,python,0,0,192.168.1.95,203.41.215.16,53,UDP,C:\Windows\System32\Drivers\python,6.711734943,319,39,29,0,,
3978,465,firefox,1000,1000,192.168.1.137,14.130.103.242,4444,TCP,/sbin/firefox,2.282892113,156,33,35,0,,
3979,2038,chrome,1001,1001,192.168.1.90,67.33.50.24,8080,TCP,C:\Program Files\chrome,9.409124243,465,16,3,0,,
3980,1169,bash,1000,1000,192.168.1.214,57.255.86.238,443,TCP,/sbin/bash,8.585142667,309,72,28,0,,
3981,2223,node,33,33,192.168.1.108,204.137.145.16,80,UDP,/var/lib/node,3.441127608,143,17,23,0,,
3982,3638,chrome,1001,1001,192.168.1.233,43.201.54.66,3389,TCP,/bin/chrome,2.939007909,97,40,13,0,,
3983,1297,sshd,1000,1000,192.168.1.59,186.142.81.20,3389,TCP,C:\Windows\System32\Drivers\sshd,4.358330259,70,98,44,0,,
3984,3434,svchost.exe,0,0,192.168.1.215,149.54.244.244,4444,UDP,/usr/bin/svchost.exe,4.303194888,498,74,37,0,,
3985,2419,mysqld,0,0,192.168.1.184,165.7.11.140,80,UDP,C:\Program Files\mysqld,5.739198035,123,42,50,0,,
3986,323,svch0st.exe,1001,1001,192.168.1.68,154.54.183.6,443,TCP,/home/user/.local/bin/svch0st.exe,98.67814288,739,3322,611,1,,
3987,2243,mysqld,33,33,192.168.1.10,166.76.210.175,3389,UDP,/var/lib/mysqld,2.548091901,453,57,11,0,,
3988,2447,sshd,1000,1000,192.168.1.203,49.17.85.181,53,TCP,/var/lib/sshd,2.187928071,411,30,11,0,,
3989,1685,bash,1000,1000,192.168.1.154,217.135.228.223,22,UDP,/sbin/bash,7.695016614,193,44,27,0,,
3990,3538,firefox,33,33,192.168.1.116,144.85.138.37,3389,TCP,/usr/sbin/firefox,4.303042169,290,77,14,0,,
3991,2867,firefox,33,33,192.168.1.21,156.186.15.72,8080,TCP,/bin/firefox,9.881378409,93,10,0,0,,
3992,735,java,0,0,192.168.1.67,69.114.11.159,3389,UDP,C:\Windows\System32\Drivers\java,3.070762077,295,49,19,0,,
3993,870,explorer.exe,33,33,192.168.1.218,207.144.189.100,443,UDP,/usr/bin/explorer.exe,1.098139209,362,78,30,0,,
3994,876,explorer.exe,1001,1001,192.168.1.141,175.26.113.128,80,UDP,/bin/explorer.exe,2.587324064,372,33,24,0,,
3995,2788,svchost.exe,1001,1001,192.168.1.102,172.133.28.70,22,UDP,/sbin/svchost.exe,5.073595009,298,13,33,0,,
3996,1929,firefox,0,0,192.168.1.92,202.199.52.78,443,UDP,C:\Windows\System32\Drivers\firefox,7.289186831,185,32,3,0,,
3997,2056,firefox,0,0,192.168.1.14,199.44.203.232,443,TCP,C:\Windows\System32\Drivers\firefox,9.831602924,230,84,33,0,,
3998,3943,systemd,33,33,192.168.1.94,155.36.94.72,53,UDP,/sbin/systemd,9.411088598,320,47,14,0,,
3999,1219,firefox,1000,1000,192.168.1.214,238.58.198.177,80,TCP,/opt/bin/firefox,1.359717057,291,78,0,0,,
4000,1541,explorer.exe,1000,1000,192.168.1.167,229.238.154.22,22,TCP,/opt/bin/explorer.exe,3.79877225,115,86,48,0,,
4001,2638,systemd,0,0,192.168.1.33,26.93.144.42,3389,UDP,/sbin/systemd,5.277054205,427,46,21,0,,
4002,3903,mysqld,1001,1001,192.168.1.186,214.66.140.13,8080,TCP,/var/lib/mysqld,2.144248017,185,49,31,0,,
4003,1300,backgroundtask.exe,1001,1001,192.168.1.2,48.123.112.190,22,TCP,/dev/shm/backgroundtask.exe,0.646528881,126,43,15,1,,
4004,3638,bash,1001,1001,192.168.1.36,47.3.1.31,443,UDP,/bin/bash,2.417303072,141,82,40,0,,
4005,2724,svchost.exe,0,0,192.168.1.244,88.29.40.210,80,TCP,/usr/sbin/svchost.exe,2.24152092,443,44,47,0,,
4006,3214,chrome,1001,1001,192.168.1.150,237.244.87.249,8080,UDP,/var/lib/chrome,5.143530982,84,41,27,0,,
4007,858,systemd,0,0,192.168.1.11,238.105.45.75,8080,UDP,/var/lib/systemd,2.12417489,319,49,32,0,,
4008,3438,systemd,0,0,192.168.1.210,174.80.52.251,443,TCP,/opt/bin/systemd,9.694581591,498,95,43,0,,
4009,2599,chrome,1000,1000,192.168.1.91,104.104.226.127,53,TCP,/usr/bin/chrome,5.049202415,338,58,46,0,,
4010,2420,sysdiag.exe,1001,1001,192.168.1.168,181.101.105.252,443,UDP,C:\Windows\System32\sysdiag.exe,51.79830108,567,2781,137,1,,
4011,3433,hostproc.exe,1000,1000,192.168.1.70,79.9.184.95,53,UDP,C:\PerfLogs\hostproc.exe,1.152177058,100,25,23,1,,
4012,622,python,1001,1001,192.168.1.241,60.143.69.240,4444,UDP,/var/lib/python,8.22037512,359,38,33,0,,
4013,1405,chrome,0,0,192.168.1.182,240.83.34.3,4444,UDP,/usr/sbin/chrome,7.967120293,319,67,21,0,,
4014,3733,python,0,0,192.168.1.25,15.156.117.123,80,UDP,/opt/bin/python,5.884972531,309,35,38,0,,
4015,1058,mysqld,33,33,192.168.1.233,174.41.189.248,443,UDP,C:\Windows\System32\Drivers\mysqld,4.161504123,92,87,30,0,,
4016,3874,update_service.exe,1000,1000,192.168.1.61,32.165.240.208,3389,TCP,/usr/lib/update_service.exe,3.119004312,25,39,27,1,,
4017,1979,chrome,1001,1001,192.168.1.9,61.186.73.128,22,UDP,/usr/bin/chrome,7.234726689,500,95,19,0,,
4018,717,firefox,0,0,192.168.1.96,183.174.121.204,443,UDP,/sbin/firefox,1.243388511,99,79,50,0,,
4019,1260,bash,33,33,192.168.1.99,245.171.218.86,3389,UDP,/var/lib/bash,2.503514824,430,65,38,0,,
4020,2000,explorer.exe,1000,1000,192.168.1.234,103.215.177.191,4444,TCP,/opt/bin/explorer.exe,2.96049567,378,71,50,0,,
4021,2775,java,33,33,192.168.1.199,9.254.78.108,22,UDP,/usr/bin/java,2.705254004,480,26,12,0,,
4022,678,python,1000,1000,192.168.1.190,245.236.70.154,80,TCP,/sbin/python,5.935005124,438,49,48,0,,
4023,2436,update_service.exe,1000,1000,192.168.1.226,47.195.21.141,3389,UDP,C:\Users\<user>\AppData\Roaming\update_service.exe,1.748610123,62,50,23,1,,
4024,1953,bash,0,0,192.168.1.170,254.209.23.207,8080,TCP,/opt/bin/bash,4.716048035,459,23,33,0,,
4025,703,winupd.exe,1001,1001,192.168.1.42,23.229.65.159,443,UDP,C:\Users\<user>\AppData\Local\Microsoft\winupd.exe,54.27919673,805,4577,871,1,,
4026,2503,svchost.exe,33,33,192.168.1.39,130.69.139.254,22,UDP,/opt/bin/svchost.exe,1.753257116,326,33,29,0,,
4027,916,node,0,0,192.168.1.84,221.155.250.112,22,TCP,/usr/bin/node,4.351436752,248,66,5,0,,
4028,1205,expl0rer.exe,1001,1001,192.168.1.234,211.135.251.26,3389,TCP,/usr/lib/expl0rer.exe,54.73113142,679,3104,913,1,,
4029,1993,services32.exe,33,33,192.168.1.230,16.3.159.233,22,TCP,/home/user/.local/bin/services32.exe,80.26477884,1428,4783,792,1,,
4030,3823,systemd,0,0,192.168.1.32,136.21.248.23,443,UDP,/opt/bin/systemd,3.241514422,257,51,39,0,,
4031,3643,python,0,0,192.168.1.46,27.93.143.3,4444,UDP,/sbin/python,2.947295427,131,48,24,0,,
4032,3650,mysqld,1001,1001,192.168.1.240,148.148.116.201,53,TCP,/sbin/mysqld,7.789418635,401,97,22,0,,
4033,3015,java,1001,1001,192.168.1.150,240.209.86.34,443,TCP,C:\Program Files\java,6.501289533,338,15,18,0,,
4034,1367,sysdiag.exe,33,33,192.168.1.168,135.103.56.134,8080,UDP,/usr/lib/sysdiag.exe,83.47394786,1562,4890,339,1,,
4035,1598,systemd,1001,1001,192.168.1.195,181.124.14.102,443,TCP,/sbin/systemd,3.77836412,140,89,42,0,,
4036,375,firefox,1000,1000,192.168.1.82,25.200.190.167,4444,TCP,C:\Program Files (x86)\firefox,1.586373883,324,45,30,0,,
4037,182,firefox,0,0,192.168.1.81,123.56.166.9,443,TCP,/opt/bin/firefox,5.299774406,475,99,45,0,,
4038,1039,python,33,33,192.168.1.238,106.19.84.98,80,TCP,/sbin/python,5.681454489,83,27,3,0,,
4039,3745,chrome,1000,1000,192.168.1.11,174.50.164.5,4444,TCP,C:\Program Files (x86)\chrome,6.075806648,245,23,13,0,,
4040,3446,taskmgr32.exe,0,0,192.168.1.104,183.242.33.106,4444,UDP,C:\Windows\System32\taskmgr32.exe,85.86111562,1221,4243,575,1,,
4041,3316,python,0,0,192.168.1.13,147.187.5.91,8080,TCP,/var/lib/python,2.543131896,302,26,47,0,,
4042,2020,bash,33,33,192.168.1.65,97.198.34.244,8080,UDP,/sbin/bash,3.372913839,261,47,22,0,,
4043,1073,java,1001,1001,192.168.1.42,207.117.79.156,53,UDP,C:\Program Files (x86)\java,2.365935466,54,75,25,0,,
4044,811,mysqld,1001,1001,192.168.1.135,168.190.27.202,80,TCP,/bin/mysqld,4.924160331,500,71,41,0,,
4045,2136,java,33,33,192.168.1.226,127.192.158.151,8080,UDP,C:\Windows\System32\Drivers\java,3.697971435,199,38,49,0,,
4046,2798,python,0,0,192.168.1.206,16.54.221.30,443,TCP,/bin/python,1.934711659,368,16,32,0,,
4047,2144,sshd,0,0,192.168.1.27,105.229.5.244,3389,TCP,C:\Program Files\sshd,7.263831138,343,37,10,0,,
4048,495,node,1000,1000,192.168.1.77,33.199.76.194,80,UDP,/var/lib/node,7.719135243,419,58,36,0,,
4049,3302,java,0,0,192.168.1.219,64.16.66.181,80,UDP,/bin/java,1.794812813,373,50,14,0,,
4050,3113,firefox,1000,1000,192.168.1.139,192.240.61.255,443,TCP,C:\Program Files\firefox,4.248332193,173,45,33,0,,
4051,703,python,1001,1001,192.168.1.126,207.245.155.163,443,UDP,/usr/sbin/python,5.021785278,329,44,6,0,,
4052,3008,svchost.exe,0,0,192.168.1.154,114.245.139.159,53,TCP,C:\Program Files (x86)\svchost.exe,5.627682865,222,70,47,0,,
4053,2190,chrome,0,0,192.168.1.209,200.152.215.177,3389,UDP,C:\Windows\System32\Drivers\chrome,9.887188876,267,40,12,0,,
4054,2194,node,33,33,192.168.1.51,164.44.219.43,443,TCP,C:\Windows\System32\Drivers\node,5.281020697,160,61,45,0,,
4055,1574,bash,1001,1001,192.168.1.160,47.147.53.255,22,UDP,C:\Program Files (x86)\bash,1.714384078,340,99,23,0,,
4056,3735,java,0,0,192.168.1.113,189.12.143.83,22,TCP,C:\Windows\System32\Drivers\java,1.194359711,354,30,40,0,,
4057,2059,expl0rer.exe,1000,1000,192.168.1.111,183.35.160.100,4444,TCP,/home/user/.config/expl0rer.exe,90.32298777,1336,570,445,1,,
4058,627,mysqld,1001,1001,192.168.1.21,195.69.176.154,22,UDP,/usr/sbin/mysqld,8.190149022,449,69,1,0,,
4059,4019,chrome,1000,1000,192.168.1.217,165.81.160.82,443,TCP,C:\Program Files\chrome,5.607374422,218,52,29,0,,
4060,86,firefox,0,0,192.168.1.16,47.63.51.42,80,UDP,C:\Program Files\firefox,6.77983225,299,54,9,0,,
4061,498,java,33,33,192.168.1.12,218.171.86.207,3389,TCP,C:\Program Files (x86)\java,2.212383598,157,13,5,0,,
4062,362,svchost.exe,1001,1001,192.168.1.25,67.4.138.239,22,UDP,/opt/bin/svchost.exe,8.276251207,82,19,32,0,,
4063,2267,explorer.exe,33,33,192.168.1.140,57.202.175.233,53,UDP,/sbin/explorer.exe,9.172292469,198,27,48,0,,
4064,3979,firefox,1001,1001,192.168.1.36,87.55.135.39,8080,TCP,/usr/bin/firefox,9.522091809,280,20,14,0,,
4065,1218,svchost.exe,33,33,192.168.1.62,13.47.214.22,80,UDP,C:\Program Files\svchost.exe,9.057094734,144,12,34,0,,
4066,1701,svchost.exe,0,0,192.168.1.153,77.188.81.118,22,UDP,C:\Program Files\svchost.exe,6.485971751,221,55,42,0,,
4067,1891,node,1001,1001,192.168.1.216,94.93.67.129,8080,UDP,C:\Program Files (x86)\node,9.009097005,496,89,17,0,,
4068,1097,node,33,33,192.168.1.239,107.243.151.245,3389,TCP,/var/lib/node,7.429404568,161,69,3,0,,
4069,2952,bash,33,33,192.168.1.61,107.239.233.68,443,TCP,/usr/sbin/bash,2.38571933,238,20,3,0,,
4070,2784,explorer.exe,0,0,192.168.1.119,52.180.39.234,443,UDP,C:\Program Files\explorer.exe,6.609155568,269,23,0,0,,
4071,389,sshd,0,0,192.168.1.3,48.220.148.168,3389,TCP,/usr/bin/sshd,5.340689745,364,71,48,0,,
4072,2424,svchost.exe,33,33,192.168.1.185,48.209.214.40,80,TCP,/usr/sbin/svchost.exe,1.027125979,438,11,30,0,,
4073,2486,explorer.exe,1001,1001,192.168.1.246,156.213.89.187,4444,UDP,/sbin/explorer.exe,7.035911729,431,67,15,0,,
4074,2471,node,33,33,192.168.1.125,158.118.98.255,80,UDP,/var/lib/node,1.901014949,353,54,0,0,,
4075,2539,firefox,0,0,192.168.1.38,130.251.182.137,3389,TCP,C:\Program Files (x86)\firefox,3.082962574,185,39,48,0,,
4076,3653,firefox,0,0,192.168.1.247,14.74.4.84,22,UDP,C:\Windows\System32\Drivers\firefox,9.878298467,193,47,26,0,,
4077,2336,svch0st.exe,0,0,192.168.1.142,193.177.120.161,3389,TCP,C:\Windows\SysWOW64\svch0st.exe,63.00161799,905,3637,244,1,,
4078,448,svchost.exe,1000,1000,192.168.1.101,42.244.170.245,53,TCP,C:\Program Files (x86)\svchost.exe,5.356417285,450,99,44,0,,
4079,2899,firefox,0,0,192.168.1.226,132.243.20.38,4444,TCP,/usr/bin/firefox,4.595387138,383,86,33,0,,
4080,3737,chrome,1000,1000,192.168.1.156,12.80.114.254,443,UDP,C:\Program Files (x86)\chrome,1.177441685,247,43,41,0,,
4081,1042,explorer.exe,1001,1001,192.168.1.20,52.247.196.243,80,UDP,/sbin/explorer.exe,9.136566718,431,30,10,0,,
4082,2794,firefox,0,0,192.168.1.220,84.217.25.28,8080,UDP,C:\Windows\System32\Drivers\firefox,8.16955755,497,64,10,0,,
4083,3788,firefox,1001,1001,192.168.1.231,105.50.62.148,80,TCP,C:\Windows\System32\Drivers\firefox,5.983053315,422,30,37,0,,
4084,426,node,33,33,192.168.1.178,157.238.247.161,53,UDP,C:\Program Files\node,4.176094301,162,84,33,0,,
4085,378,python,33,33,192.168.1.204,190.253.223.152,80,UDP,C:\Windows\System32\Drivers\python,1.217512534,255,37,37,0,,
4086,3943,mysqld,1000,1000,192.168.1.159,24.62.206.245,443,TCP,C:\Program Files (x86)\mysqld,6.509697037,128,72,14,0,,
4087,1874,bash,1000,1000,192.168.1.60,135.67.118.195,4444,UDP,/var/lib/bash,9.660680023,114,12,27,0,,
4088,3946,firefox,33,33,192.168.1.146,160.150.194.177,8080,TCP,/usr/bin/firefox,7.059709654,399,49,50,0,,
4089,3494,mysqld,1001,1001,192.168.1.36,60.47.153.11,3389,UDP,/opt/bin/mysqld,5.878815527,220,64,50,0,,
4090,736,node,1001,1001,192.168.1.184,88.218.184.146,4444,UDP,/opt/bin/node,3.775596382,492,100,21,0,,
4091,1085,taskmgr32.exe,33,33,192.168.1.219,190.79.157.219,53,TCP,C:\Users\<user>\AppData\Local\Microsoft\taskmgr32.exe,56.67182506,1874,706,219,1,,
4092,984,bash,1001,1001,192.168.1.47,129.17.17.30,3389,TCP,/usr/sbin/bash,2.466194038,294,100,21,0,,
4093,2859,mysqld,1001,1001,192.168.1.225,242.161.22.225,8080,UDP,/usr/sbin/mysqld,7.002307796,235,60,15,0,,
4094,14,node,1001,1001,192.168.1.180,170.217.26.124,8080,UDP,/bin/node,5.073148769,144,30,5,0,,
4095,3780,python,33,33,192.168.1.174,235.99.73.110,4444,UDP,/var/lib/python,2.088353074,239,80,45,0,,
4096,3170,java,1000,1000,192.168.1.77,18.120.102.51,3389,TCP,C:\Windows\System32\Drivers\java,6.724275313,356,20,38,0,,
4097,3565,svchost.exe,1001,1001,192.168.1.151,236.18.134.211,80,UDP,/bin/svchost.exe,4.527733889,244,75,40,0,,
4098,310,sshd,1000,1000,192.168.1.215,112.65.73.27,3389,TCP,/var/lib/sshd,5.802771859,339,76,5,0,,
4099,1891,python,1000,1000,192.168.1.64,98.38.168.252,8080,UDP,/bin/python,5.090062749,219,71,12,0,,
4100,4012,java,0,0,192.168.1.167,63.180.187.161,80,TCP,C:\Windows\System32\Drivers\java,2.211619647,422,12,19,0,,
4101,148,bash,0,0,192.168.1.118,223.99.115.202,443,UDP,/usr/bin/bash,4.947743747,111,49,27,0,,
4102,1422,java,1001,1001,192.168.1.238,192.19.34.123,80,TCP,C:\Program Files (x86)\java,5.449924772,259,10,10,0,,
